h,T,lambda,M,s,,,,,lambda_fixedh=24,strain
17230.32,-32640000,0.0002549,1.851286259,-2.98E-04,,,,,9.00E-07,-0.00055232
17549.4,-32640000,0.0002549,1.851504226,-2.98E-04,,,,,9.00E-07,-0.00055232
17868.48,-32640000,0.0002549,1.852088194,-2.98E-04,,,,,9.00E-07,-0.00055232
18187.56,-32640000,0.0002549,1.852489162,-2.98E-04,,,,,9.00E-07,-0.00055232
18506.64,-32640000,0.0002549,1.85289013,-2.98E-04,,,,,9.00E-07,-0.00055232
18825.72,-32640000,0.0002549,1.853291097,-2.98E-04,,,,,9.00E-07,-0.00055232
19144.8,-32640000,0.0002549,1.853692065,-2.98E-04,,,,,9.00E-07,-0.00055232
19463.88,-32640000,0.0002549,1.854093033,-2.98E-04,,,,,9.00E-07,-0.00055232
19782.96,-32640000,0.0002549,1.854494001,-2.98E-04,,,,,9.00E-07,-0.00055232
20102.04,-32640000,0.0002549,1.854894968,-2.98E-04,,,,,9.00E-07,-0.00055232
20421.12,-32640000,0.0002549,1.855295936,-2.98E-04,,,,,9.00E-07,-0.00055232
20740.2,-32640000,0.0002549,1.855879904,-2.98E-04,,,,,9.00E-07,-0.00055232
21059.28,-32640000,0.0002549,1.856280872,-2.98E-04,,,,,9.00E-07,-0.00055232
21378.36,-32640000,0.0002549,1.856498839,-2.98E-04,,,,,9.00E-07,-0.00055232
21697.44,-32640000,0.0002549,1.856899807,-2.98E-04,,,,,9.00E-07,-0.00055232
22016.52,-32640000,0.0002549,1.857300775,-2.98E-04,,,,,9.00E-07,-0.00055232
22335.6,-32640000,0.0002549,1.857884743,-2.98E-04,,,,,9.00E-07,-0.00055232
22654.68,-32640000,0.0002549,1.858285711,-2.98E-04,,,,,9.00E-07,-0.00055232
22973.76,-32640000,0.0002549,1.858686678,-2.98E-04,,,,,9.00E-07,-0.00055232
23292.84,-32640000,0.000255,1.858904646,-2.98E-04,,,,,9.00E-07,-0.00055232
23611.92,-32640000,0.000255,1.859305614,-2.98E-04,,,,,9.00E-07,-0.00055232
23931,-32640000,0.000255,1.859706582,-2.98E-04,,,,,9.00E-07,-0.00055232
24250.08,-32640000,0.000255,1.860107549,-2.98E-04,,,,,9.00E-07,-0.00055232
24569.16,-32640000,0.000255,1.860508517,-2.98E-04,,,,,9.00E-07,-0.00055232
24888.24,-32640000,0.000255,1.860909485,-2.98E-04,,,,,9.00E-07,-0.00055232
25207.32,-32640000,0.000255,1.861310453,-2.98E-04,,,,,9.00E-07,-0.00055232
25526.4,-32640000,0.000255,1.86171142,-2.98E-04,,,,,9.00E-07,-0.00055232
25845.48,-32640000,0.000255,1.862295388,-2.98E-04,,,,,9.00E-07,-0.00055232
26164.56,-32640000,0.000255,1.862696356,-2.98E-04,,,,,9.00E-07,-0.00055232
26483.64,-32640000,0.000255,1.863097324,-2.98E-04,,,,,9.00E-07,-0.00055232
26802.72,-32640000,0.000255,1.863498291,-2.98E-04,,,,,9.00E-07,-0.00055232
27121.8,-32640000,0.000255,1.863899259,-2.98E-04,,,,,9.00E-07,-0.00055232
27440.88,-32640000,0.000255,1.864300227,-2.98E-04,,,,,9.00E-07,-0.00055232
27759.96,-32640000,0.000255,1.864701195,-2.98E-04,,,,,9.00E-07,-0.00055232
28079.04,-32640000,0.000255,1.865102162,-2.98E-04,,,,,9.00E-07,-0.00055232
28398.12,-32640000,0.000255,1.86550313,-2.98E-04,,,,,9.00E-07,-0.00055232
28717.2,-32640000,0.000255,1.865904098,-2.98E-04,,,,,9.00E-07,-0.00055232
29036.28,-32640000,0.000255,1.866305066,-2.98E-04,,,,,9.00E-07,-0.00055232
29355.36,-32640000,0.000255,1.866706033,-2.98E-04,,,,,9.00E-07,-0.00055232
29674.44,-32640000,0.000255,1.866924001,-2.98E-04,,,,,9.00E-07,-0.00055232
29993.52,-32640000,0.000255,1.867324969,-2.98E-04,,,,,9.00E-07,-0.00055232
30312.6,-32640000,0.000255,1.867725937,-2.98E-04,,,,,9.00E-07,-0.00055232
30631.68,-32640000,0.000255,1.868126904,-2.98E-04,,,,,9.00E-07,-0.00055232
30950.76,-32640000,0.000255,1.868527872,-2.98E-04,,,,,9.00E-07,-0.00055232
31269.84,-32640000,0.000255,1.86911184,-2.98E-04,,,,,9.00E-07,-0.00055232
31588.92,-32640000,0.0002549,1.869512808,-2.98E-04,,,,,9.00E-07,-0.00055232
0,-34560000,1.00E-07,0.002196,-5.86E-04,,,,,7.00E-07,-0.000585063
319.08,-34560000,1.00E-07,0.014674968,-5.86E-04,,,,,7.00E-07,-0.000585063
638.16,-34560000,1.00E-07,0.026787936,-5.86E-04,,,,,7.00E-07,-0.000585063
957.24,-34560000,1.00E-07,0.039449903,-5.86E-04,,,,,7.00E-07,-0.000585063
1276.32,-34560000,4.00E-07,0.052111871,-5.85E-04,,,,,7.00E-07,-0.000585063
1595.4,-34560000,4.00E-07,0.064224839,-5.85E-04,,,,,7.00E-07,-0.000585063
1914.48,-34560000,4.00E-07,0.077069807,-5.85E-04,,,,,7.00E-07,-0.000585063
2233.56,-34560000,7.00E-07,0.089182774,-5.85E-04,,,,,7.00E-07,-0.000585063
2552.64,-34560000,8.00E-07,0.101844742,-5.85E-04,,,,,7.00E-07,-0.000585063
2871.72,-34560000,1.30E-06,0.11542171,-5.84E-04,,,,,7.00E-07,-0.000585063
3190.8,-34560000,1.90E-06,0.129913678,-5.84E-04,,,,,7.00E-07,-0.000585063
3509.88,-34560000,2.70E-06,0.146967645,-5.83E-04,,,,,7.00E-07,-0.000585063
3828.96,-34560000,4.70E-06,0.170975613,-5.81E-04,,,,,7.00E-07,-0.000585063
4148.04,-34560000,9.00E-06,0.209074581,-5.77E-04,,,,,7.00E-07,-0.000585063
4467.12,-34560000,1.80E-05,0.278283549,-5.68E-04,,,,,7.00E-07,-0.000585063
4786.2,-34560000,3.62E-05,0.407516516,-5.50E-04,,,,,7.00E-07,-0.000585063
5105.28,-34560000,6.90E-05,0.628615484,-5.17E-04,,,,,7.00E-07,-0.000585063
5424.36,-34560000,0.0001163,0.941031452,-4.69E-04,,,,,7.00E-07,-0.000585063
5743.44,-34560000,0.0001668,1.27211342,-4.19E-04,,,,,7.00E-07,-0.000585063
6062.52,-34560000,0.0002065,1.529629387,-3.79E-04,,,,,7.00E-07,-0.000585063
6381.6,-34560000,0.0002308,1.685763355,-3.55E-04,,,,,7.00E-07,-0.000585063
6700.68,-34560000,0.0002436,1.766684323,-3.42E-04,,,,,7.00E-07,-0.000585063
7019.76,-34560000,0.0002495,1.805515291,-3.36E-04,,,,,7.00E-07,-0.000585063
7338.84,-34560000,0.0002524,1.824033258,-3.33E-04,,,,,7.00E-07,-0.000585063
7657.92,-34560000,0.0002537,1.832120226,-3.32E-04,,,,,7.00E-07,-0.000585063
7977,-34560000,0.0002543,1.836181194,-3.31E-04,,,,,7.00E-07,-0.000585063
8296.08,-34560000,0.0002546,1.838595162,-3.31E-04,,,,,7.00E-07,-0.000585063
8615.16,-34560000,0.0002547,1.839362129,-3.31E-04,,,,,7.00E-07,-0.000585063
8934.24,-34560000,0.0002548,1.840129097,-3.31E-04,,,,,7.00E-07,-0.000585063
9253.32,-34560000,0.0002548,1.840713065,-3.31E-04,,,,,7.00E-07,-0.000585063
9572.4,-34560000,0.0002548,1.841297033,-3.31E-04,,,,,7.00E-07,-0.000585063
9891.48,-34560000,0.0002549,1.841881,-3.31E-04,,,,,7.00E-07,-0.000585063
10210.56,-34560000,0.0002548,1.842281968,-3.31E-04,,,,,7.00E-07,-0.000585063
10529.64,-34560000,0.0002548,1.842682936,-3.31E-04,,,,,7.00E-07,-0.000585063
10848.72,-34560000,0.0002549,1.843083904,-3.31E-04,,,,,7.00E-07,-0.000585063
11167.8,-34560000,0.0002549,1.843484871,-3.31E-04,,,,,7.00E-07,-0.000585063
11486.88,-34560000,0.0002549,1.843885839,-3.31E-04,,,,,7.00E-07,-0.000585063
11805.96,-34560000,0.0002548,1.844286807,-3.31E-04,,,,,7.00E-07,-0.000585063
12125.04,-34560000,0.0002548,1.844687775,-3.31E-04,,,,,7.00E-07,-0.000585063
12444.12,-34560000,0.0002549,1.845088742,-3.31E-04,,,,,7.00E-07,-0.000585063
12763.2,-34560000,0.0002549,1.84548971,-3.31E-04,,,,,7.00E-07,-0.000585063
13082.28,-34560000,0.0002549,1.846073678,-3.31E-04,,,,,7.00E-07,-0.000585063
13401.36,-34560000,0.0002548,1.846291646,-3.31E-04,,,,,7.00E-07,-0.000585063
13720.44,-34560000,0.0002549,1.846692613,-3.31E-04,,,,,7.00E-07,-0.000585063
14039.52,-34560000,0.0002549,1.847276581,-3.31E-04,,,,,7.00E-07,-0.000585063
14358.6,-34560000,0.0002549,1.847494549,-3.31E-04,,,,,7.00E-07,-0.000585063
14677.68,-34560000,0.0002549,1.847895517,-3.31E-04,,,,,7.00E-07,-0.000585063
14996.76,-34560000,0.0002549,1.848479484,-3.31E-04,,,,,7.00E-07,-0.000585063
15315.84,-34560000,0.0002548,1.848697452,-3.31E-04,,,,,7.00E-07,-0.000585063
15634.92,-34560000,0.0002548,1.84928142,-3.31E-04,,,,,7.00E-07,-0.000585063
15954,-34560000,0.0002549,1.849499388,-3.31E-04,,,,,7.00E-07,-0.000585063
16273.08,-34560000,0.0002549,1.850083355,-3.31E-04,,,,,7.00E-07,-0.000585063
16592.16,-34560000,0.0002549,1.850484323,-3.31E-04,,,,,7.00E-07,-0.000585063
16911.24,-34560000,0.0002549,1.850885291,-3.31E-04,,,,,7.00E-07,-0.000585063
17230.32,-34560000,0.0002549,1.851286259,-3.31E-04,,,,,7.00E-07,-0.000585063
17549.4,-34560000,0.0002549,1.851687226,-3.31E-04,,,,,7.00E-07,-0.000585063
17868.48,-34560000,0.0002549,1.852088194,-3.31E-04,,,,,7.00E-07,-0.000585063
18187.56,-34560000,0.0002549,1.852489162,-3.31E-04,,,,,7.00E-07,-0.000585063
18506.64,-34560000,0.0002549,1.85289013,-3.31E-04,,,,,7.00E-07,-0.000585063
18825.72,-34560000,0.0002549,1.853291097,-3.31E-04,,,,,7.00E-07,-0.000585063
19144.8,-34560000,0.0002549,1.853692065,-3.31E-04,,,,,7.00E-07,-0.000585063
19463.88,-34560000,0.0002549,1.854093033,-3.31E-04,,,,,7.00E-07,-0.000585063
19782.96,-34560000,0.0002549,1.854494001,-3.31E-04,,,,,7.00E-07,-0.000585063
20102.04,-34560000,0.0002549,1.855077968,-3.31E-04,,,,,7.00E-07,-0.000585063
20421.12,-34560000,0.0002549,1.855295936,-3.31E-04,,,,,7.00E-07,-0.000585063
20740.2,-34560000,0.0002549,1.855696904,-3.31E-04,,,,,7.00E-07,-0.000585063
21059.28,-34560000,0.0002549,1.856097872,-3.31E-04,,,,,7.00E-07,-0.000585063
21378.36,-34560000,0.0002549,1.856681839,-3.31E-04,,,,,7.00E-07,-0.000585063
21697.44,-34560000,0.0002549,1.856899807,-3.31E-04,,,,,7.00E-07,-0.000585063
22016.52,-34560000,0.0002549,1.857300775,-3.31E-04,,,,,7.00E-07,-0.000585063
22335.6,-34560000,0.0002549,1.857701743,-3.31E-04,,,,,7.00E-07,-0.000585063
22654.68,-34560000,0.0002549,1.858285711,-3.31E-04,,,,,7.00E-07,-0.000585063
22973.76,-34560000,0.0002549,1.858686678,-3.31E-04,,,,,7.00E-07,-0.000585063
23292.84,-34560000,0.0002549,1.859087646,-3.31E-04,,,,,7.00E-07,-0.000585063
23611.92,-34560000,0.000255,1.859305614,-3.31E-04,,,,,7.00E-07,-0.000585063
23931,-34560000,0.000255,1.859706582,-3.31E-04,,,,,7.00E-07,-0.000585063
24250.08,-34560000,0.000255,1.860107549,-3.31E-04,,,,,7.00E-07,-0.000585063
24569.16,-34560000,0.000255,1.860508517,-3.31E-04,,,,,7.00E-07,-0.000585063
24888.24,-34560000,0.000255,1.860909485,-3.31E-04,,,,,7.00E-07,-0.000585063
25207.32,-34560000,0.000255,1.861310453,-3.31E-04,,,,,7.00E-07,-0.000585063
25526.4,-34560000,0.000255,1.86171142,-3.31E-04,,,,,7.00E-07,-0.000585063
25845.48,-34560000,0.000255,1.862295388,-3.31E-04,,,,,7.00E-07,-0.000585063
26164.56,-34560000,0.000255,1.862696356,-3.31E-04,,,,,7.00E-07,-0.000585063
26483.64,-34560000,0.000255,1.863097324,-3.31E-04,,,,,7.00E-07,-0.000585063
26802.72,-34560000,0.000255,1.863498291,-3.31E-04,,,,,7.00E-07,-0.000585063
27121.8,-34560000,0.000255,1.863899259,-3.31E-04,,,,,7.00E-07,-0.000585063
27440.88,-34560000,0.000255,1.864300227,-3.31E-04,,,,,7.00E-07,-0.000585063
27759.96,-34560000,0.000255,1.864701195,-3.31E-04,,,,,7.00E-07,-0.000585063
28079.04,-34560000,0.000255,1.865102162,-3.31E-04,,,,,7.00E-07,-0.000585063
28398.12,-34560000,0.000255,1.86550313,-3.31E-04,,,,,7.00E-07,-0.000585063
28717.2,-34560000,0.000255,1.865904098,-3.31E-04,,,,,7.00E-07,-0.000585063
29036.28,-34560000,0.000255,1.866305066,-3.31E-04,,,,,7.00E-07,-0.000585063
29355.36,-34560000,0.000255,1.866706033,-3.31E-04,,,,,7.00E-07,-0.000585063
29674.44,-34560000,0.000255,1.867107001,-3.31E-04,,,,,7.00E-07,-0.000585063
29993.52,-34560000,0.000255,1.867324969,-3.31E-04,,,,,7.00E-07,-0.000585063
30312.6,-34560000,0.000255,1.867725937,-3.31E-04,,,,,7.00E-07,-0.000585063
30631.68,-34560000,0.000255,1.868126904,-3.31E-04,,,,,7.00E-07,-0.000585063
30950.76,-34560000,0.000255,1.868527872,-3.31E-04,,,,,7.00E-07,-0.000585063
31269.84,-34560000,0.000255,1.86892884,-3.31E-04,,,,,7.00E-07,-0.000585063
31588.92,-34560000,0.000255,1.869329808,-3.31E-04,,,,,7.00E-07,-0.000585063
0,-36480000,1.00E-07,0.002196,-6.18E-04,,,,,5.00E-07,-0.000617805
319.08,-36480000,1.00E-07,0.014308968,-6.18E-04,,,,,5.00E-07,-0.000617805
638.16,-36480000,1.00E-07,0.026970936,-6.18E-04,,,,,5.00E-07,-0.000617805
957.24,-36480000,1.00E-07,0.038900903,-6.18E-04,,,,,5.00E-07,-0.000617805
1276.32,-36480000,4.00E-07,0.051562871,-6.18E-04,,,,,5.00E-07,-0.000617805
1595.4,-36480000,4.00E-07,0.063675839,-6.18E-04,,,,,5.00E-07,-0.000617805
1914.48,-36480000,4.00E-07,0.075788807,-6.18E-04,,,,,5.00E-07,-0.000617805
2233.56,-36480000,7.00E-07,0.088084774,-6.18E-04,,,,,5.00E-07,-0.000617805
2552.64,-36480000,7.00E-07,0.100929742,-6.18E-04,,,,,5.00E-07,-0.000617805
2871.72,-36480000,1.20E-06,0.11359171,-6.17E-04,,,,,5.00E-07,-0.000617805
3190.8,-36480000,1.30E-06,0.126802678,-6.17E-04,,,,,5.00E-07,-0.000617805
3509.88,-36480000,2.00E-06,0.140928645,-6.16E-04,,,,,5.00E-07,-0.000617805
3828.96,-36480000,3.10E-06,0.158897613,-6.15E-04,,,,,5.00E-07,-0.000617805
4148.04,-36480000,5.20E-06,0.182905581,-6.13E-04,,,,,5.00E-07,-0.000617805
4467.12,-36480000,9.80E-06,0.222834549,-6.09E-04,,,,,5.00E-07,-0.000617805
4786.2,-36480000,1.93E-05,0.295154516,-5.99E-04,,,,,5.00E-07,-0.000617805
5105.28,-36480000,3.85E-05,0.428596484,-5.80E-04,,,,,5.00E-07,-0.000617805
5424.36,-36480000,7.20E-05,0.654636452,-5.46E-04,,,,,5.00E-07,-0.000617805
5743.44,-36480000,0.0001196,0.96778442,-4.99E-04,,,,,5.00E-07,-0.000617805
6062.52,-36480000,0.0001696,1.293376387,-4.49E-04,,,,,5.00E-07,-0.000617805
6381.6,-36480000,0.0002084,1.541925355,-4.10E-04,,,,,5.00E-07,-0.000617805
6700.68,-36480000,0.0002315,1.692020323,-3.87E-04,,,,,5.00E-07,-0.000617805
7019.76,-36480000,0.0002439,1.769464291,-3.74E-04,,,,,5.00E-07,-0.000617805
7338.84,-36480000,0.0002497,1.807014258,-3.69E-04,,,,,5.00E-07,-0.000617805
7657.92,-36480000,0.0002524,1.824617226,-3.66E-04,,,,,5.00E-07,-0.000617805
7977,-36480000,0.0002537,1.832521194,-3.65E-04,,,,,5.00E-07,-0.000617805
8296.08,-36480000,0.0002543,1.836582162,-3.64E-04,,,,,5.00E-07,-0.000617805
8615.16,-36480000,0.0002545,1.838996129,-3.64E-04,,,,,5.00E-07,-0.000617805
8934.24,-36480000,0.0002547,1.839580097,-3.64E-04,,,,,5.00E-07,-0.000617805
9253.32,-36480000,0.0002548,1.840530065,-3.64E-04,,,,,5.00E-07,-0.000617805
9572.4,-36480000,0.0002548,1.841297033,-3.64E-04,,,,,5.00E-07,-0.000617805
9891.48,-36480000,0.0002548,1.841698,-3.64E-04,,,,,5.00E-07,-0.000617805
10210.56,-36480000,0.0002548,1.842281968,-3.64E-04,,,,,5.00E-07,-0.000617805
10529.64,-36480000,0.0002549,1.842499936,-3.63E-04,,,,,5.00E-07,-0.000617805
10848.72,-36480000,0.0002548,1.842900904,-3.64E-04,,,,,5.00E-07,-0.000617805
11167.8,-36480000,0.0002548,1.843301871,-3.64E-04,,,,,5.00E-07,-0.000617805
11486.88,-36480000,0.0002549,1.843885839,-3.63E-04,,,,,5.00E-07,-0.000617805
11805.96,-36480000,0.0002549,1.844286807,-3.63E-04,,,,,5.00E-07,-0.000617805
12125.04,-36480000,0.0002548,1.844870775,-3.64E-04,,,,,5.00E-07,-0.000617805
12444.12,-36480000,0.0002548,1.845271742,-3.64E-04,,,,,5.00E-07,-0.000617805
12763.2,-36480000,0.0002549,1.84548971,-3.63E-04,,,,,5.00E-07,-0.000617805
13082.28,-36480000,0.0002549,1.845890678,-3.63E-04,,,,,5.00E-07,-0.000617805
13401.36,-36480000,0.0002549,1.846291646,-3.63E-04,,,,,5.00E-07,-0.000617805
13720.44,-36480000,0.0002548,1.846692613,-3.64E-04,,,,,5.00E-07,-0.000617805
14039.52,-36480000,0.0002548,1.847276581,-3.64E-04,,,,,5.00E-07,-0.000617805
14358.6,-36480000,0.0002549,1.847494549,-3.63E-04,,,,,5.00E-07,-0.000617805
14677.68,-36480000,0.0002549,1.847895517,-3.63E-04,,,,,5.00E-07,-0.000617805
14996.76,-36480000,0.0002549,1.848479484,-3.63E-04,,,,,5.00E-07,-0.000617805
15315.84,-36480000,0.0002549,1.848697452,-3.63E-04,,,,,5.00E-07,-0.000617805
15634.92,-36480000,0.0002549,1.84928142,-3.63E-04,,,,,5.00E-07,-0.000617805
15954,-36480000,0.0002548,1.849682388,-3.64E-04,,,,,5.00E-07,-0.000617805
16273.08,-36480000,0.0002549,1.850083355,-3.63E-04,,,,,5.00E-07,-0.000617805
16592.16,-36480000,0.0002549,1.850484323,-3.63E-04,,,,,5.00E-07,-0.000617805
16911.24,-36480000,0.0002549,1.850885291,-3.63E-04,,,,,5.00E-07,-0.000617805
17230.32,-36480000,0.0002549,1.851286259,-3.63E-04,,,,,5.00E-07,-0.000617805
17549.4,-36480000,0.0002549,1.851687226,-3.63E-04,,,,,5.00E-07,-0.000617805
17868.48,-36480000,0.0002549,1.852088194,-3.63E-04,,,,,5.00E-07,-0.000617805
18187.56,-36480000,0.0002549,1.852489162,-3.63E-04,,,,,5.00E-07,-0.000617805
18506.64,-36480000,0.0002549,1.85270713,-3.63E-04,,,,,5.00E-07,-0.000617805
18825.72,-36480000,0.0002549,1.853291097,-3.63E-04,,,,,5.00E-07,-0.000617805
19144.8,-36480000,0.0002549,1.853692065,-3.63E-04,,,,,5.00E-07,-0.000617805
19463.88,-36480000,0.0002549,1.854093033,-3.63E-04,,,,,5.00E-07,-0.000617805
19782.96,-36480000,0.0002549,1.854494001,-3.63E-04,,,,,5.00E-07,-0.000617805
20102.04,-36480000,0.0002549,1.854894968,-3.63E-04,,,,,5.00E-07,-0.000617805
20421.12,-36480000,0.0002549,1.855295936,-3.63E-04,,,,,5.00E-07,-0.000617805
20740.2,-36480000,0.0002549,1.855696904,-3.63E-04,,,,,5.00E-07,-0.000617805
21059.28,-36480000,0.0002549,1.856097872,-3.63E-04,,,,,5.00E-07,-0.000617805
21378.36,-36480000,0.0002549,1.856498839,-3.63E-04,,,,,5.00E-07,-0.000617805
21697.44,-36480000,0.0002549,1.857082807,-3.63E-04,,,,,5.00E-07,-0.000617805
22016.52,-36480000,0.0002549,1.857300775,-3.63E-04,,,,,5.00E-07,-0.000617805
22335.6,-36480000,0.0002549,1.857701743,-3.63E-04,,,,,5.00E-07,-0.000617805
22654.68,-36480000,0.0002549,1.858102711,-3.63E-04,,,,,5.00E-07,-0.000617805
22973.76,-36480000,0.0002549,1.858503678,-3.63E-04,,,,,5.00E-07,-0.000617805
23292.84,-36480000,0.0002549,1.859087646,-3.63E-04,,,,,5.00E-07,-0.000617805
23611.92,-36480000,0.0002549,1.859488614,-3.63E-04,,,,,5.00E-07,-0.000617805
23931,-36480000,0.0002549,1.859706582,-3.63E-04,,,,,5.00E-07,-0.000617805
24250.08,-36480000,0.000255,1.860107549,-3.63E-04,,,,,5.00E-07,-0.000617805
24569.16,-36480000,0.000255,1.860508517,-3.63E-04,,,,,5.00E-07,-0.000617805
24888.24,-36480000,0.000255,1.860909485,-3.63E-04,,,,,5.00E-07,-0.000617805
25207.32,-36480000,0.000255,1.861310453,-3.63E-04,,,,,5.00E-07,-0.000617805
25526.4,-36480000,0.000255,1.86171142,-3.63E-04,,,,,5.00E-07,-0.000617805
25845.48,-36480000,0.000255,1.862112388,-3.63E-04,,,,,5.00E-07,-0.000617805
26164.56,-36480000,0.000255,1.862513356,-3.63E-04,,,,,5.00E-07,-0.000617805
26483.64,-36480000,0.000255,1.863097324,-3.63E-04,,,,,5.00E-07,-0.000617805
26802.72,-36480000,0.000255,1.863498291,-3.63E-04,,,,,5.00E-07,-0.000617805
27121.8,-36480000,0.0002549,1.863899259,-3.63E-04,,,,,5.00E-07,-0.000617805
27440.88,-36480000,0.0002549,1.864300227,-3.63E-04,,,,,5.00E-07,-0.000617805
27759.96,-36480000,0.000255,1.864701195,-3.63E-04,,,,,5.00E-07,-0.000617805
28079.04,-36480000,0.000255,1.865102162,-3.63E-04,,,,,5.00E-07,-0.000617805
28398.12,-36480000,0.000255,1.86550313,-3.63E-04,,,,,5.00E-07,-0.000617805
28717.2,-36480000,0.000255,1.865904098,-3.63E-04,,,,,5.00E-07,-0.000617805
29036.28,-36480000,0.000255,1.866305066,-3.63E-04,,,,,5.00E-07,-0.000617805
29355.36,-36480000,0.000255,1.866706033,-3.63E-04,,,,,5.00E-07,-0.000617805
29674.44,-36480000,0.000255,1.867107001,-3.63E-04,,,,,5.00E-07,-0.000617805
29993.52,-36480000,0.000255,1.867507969,-3.63E-04,,,,,5.00E-07,-0.000617805
30312.6,-36480000,0.000255,1.867908937,-3.63E-04,,,,,5.00E-07,-0.000617805
30631.68,-36480000,0.000255,1.868309904,-3.63E-04,,,,,5.00E-07,-0.000617805
30950.76,-36480000,0.000255,1.868710872,-3.63E-04,,,,,5.00E-07,-0.000617805
31269.84,-36480000,0.000255,1.86911184,-3.63E-04,,,,,5.00E-07,-0.000617805
31588.92,-36480000,0.000255,1.869329808,-3.63E-04,,,,,5.00E-07,-0.000617805
0,-38400000,1.00E-07,0.002379,-6.51E-04,,,,,5.00E-07,-0.000650347
319.08,-38400000,1.00E-07,0.014308968,-6.51E-04,,,,,5.00E-07,-0.000650347
638.16,-38400000,1.00E-07,0.026421936,-6.51E-04,,,,,5.00E-07,-0.000650347
957.24,-38400000,1.00E-07,0.038534903,-6.51E-04,,,,,5.00E-07,-0.000650347
1276.32,-38400000,4.00E-07,0.051013871,-6.50E-04,,,,,5.00E-07,-0.000650347
1595.4,-38400000,4.00E-07,0.063126839,-6.50E-04,,,,,5.00E-07,-0.000650347
1914.48,-38400000,4.00E-07,0.075239807,-6.50E-04,,,,,5.00E-07,-0.000650347
2233.56,-38400000,7.00E-07,0.087352774,-6.50E-04,,,,,5.00E-07,-0.000650347
2552.64,-38400000,7.00E-07,0.099831742,-6.50E-04,,,,,5.00E-07,-0.000650347
2871.72,-38400000,1.10E-06,0.11212771,-6.50E-04,,,,,5.00E-07,-0.000650347
3190.8,-38400000,1.20E-06,0.124057678,-6.50E-04,,,,,5.00E-07,-0.000650347
3509.88,-38400000,1.70E-06,0.137451645,-6.49E-04,,,,,5.00E-07,-0.000650347
3828.96,-38400000,2.30E-06,0.152492613,-6.49E-04,,,,,5.00E-07,-0.000650347
4148.04,-38400000,3.50E-06,0.169912581,-6.47E-04,,,,,5.00E-07,-0.000650347
4467.12,-38400000,5.80E-06,0.195201549,-6.45E-04,,,,,5.00E-07,-0.000650347
4786.2,-38400000,1.04E-05,0.236228516,-6.40E-04,,,,,5.00E-07,-0.000650347
5105.28,-38400000,2.06E-05,0.311293484,-6.30E-04,,,,,5.00E-07,-0.000650347
5424.36,-38400000,4.03E-05,0.449127452,-6.11E-04,,,,,5.00E-07,-0.000650347
5743.44,-38400000,7.50E-05,0.67937642,-5.76E-04,,,,,5.00E-07,-0.000650347
6062.52,-38400000,0.0001227,0.992524387,-5.28E-04,,,,,5.00E-07,-0.000650347
6381.6,-38400000,0.0001721,1.311894355,-4.79E-04,,,,,5.00E-07,-0.000650347
6700.68,-38400000,0.0002099,1.553123323,-4.41E-04,,,,,5.00E-07,-0.000650347
7019.76,-38400000,0.0002323,1.697545291,-4.19E-04,,,,,5.00E-07,-0.000650347
7338.84,-38400000,0.0002442,1.772061258,-4.07E-04,,,,,5.00E-07,-0.000650347
7657.92,-38400000,0.0002497,1.808147226,-4.01E-04,,,,,5.00E-07,-0.000650347
7977,-38400000,0.0002525,1.825384194,-3.98E-04,,,,,5.00E-07,-0.000650347
8296.08,-38400000,0.0002537,1.832922162,-3.97E-04,,,,,5.00E-07,-0.000650347
8615.16,-38400000,0.0002543,1.836983129,-3.97E-04,,,,,5.00E-07,-0.000650347
8934.24,-38400000,0.0002546,1.839397097,-3.96E-04,,,,,5.00E-07,-0.000650347
9253.32,-38400000,0.0002547,1.840164065,-3.96E-04,,,,,5.00E-07,-0.000650347
9572.4,-38400000,0.0002548,1.840931033,-3.96E-04,,,,,5.00E-07,-0.000650347
9891.48,-38400000,0.0002548,1.841698,-3.96E-04,,,,,5.00E-07,-0.000650347
10210.56,-38400000,0.0002548,1.842098968,-3.96E-04,,,,,5.00E-07,-0.000650347
10529.64,-38400000,0.0002548,1.842499936,-3.96E-04,,,,,5.00E-07,-0.000650347
10848.72,-38400000,0.0002549,1.842900904,-3.96E-04,,,,,5.00E-07,-0.000650347
11167.8,-38400000,0.0002549,1.843484871,-3.96E-04,,,,,5.00E-07,-0.000650347
11486.88,-38400000,0.0002548,1.843885839,-3.96E-04,,,,,5.00E-07,-0.000650347
11805.96,-38400000,0.0002548,1.844286807,-3.96E-04,,,,,5.00E-07,-0.000650347
12125.04,-38400000,0.0002549,1.844687775,-3.96E-04,,,,,5.00E-07,-0.000650347
12444.12,-38400000,0.0002549,1.845088742,-3.96E-04,,,,,5.00E-07,-0.000650347
12763.2,-38400000,0.0002548,1.84548971,-3.96E-04,,,,,5.00E-07,-0.000650347
13082.28,-38400000,0.0002548,1.845890678,-3.96E-04,,,,,5.00E-07,-0.000650347
13401.36,-38400000,0.0002549,1.846474646,-3.96E-04,,,,,5.00E-07,-0.000650347
13720.44,-38400000,0.0002549,1.846875613,-3.96E-04,,,,,5.00E-07,-0.000650347
14039.52,-38400000,0.0002549,1.847093581,-3.96E-04,,,,,5.00E-07,-0.000650347
14358.6,-38400000,0.0002548,1.847494549,-3.96E-04,,,,,5.00E-07,-0.000650347
