,h,T,M,Lambda_lhs,e
391,8206.198002,-31180244.91,1.839580213,2.55E-04,-2.73E-04
392,29667.36313,-33224260.31,1.867098108,2.55E-04,-3.08E-04
393,6230.015613,-27764567.42,1.835083869,2.55E-04,-2.16E-04
394,25562.69503,-17947478.78,1.86175703,2.55E-04,-4.92E-05
395,28026.0776,-10999525.56,1.864852608,2.55E-04,6.86E-05
396,31019.30775,-8303505.914,1.868797012,2.55E-04,1.14E-04
397,8211.751163,-22540094.73,1.839770191,2.55E-04,-1.27E-04
398,28472.99702,-23151092.54,1.865414223,2.55E-04,-1.37E-04
399,28061.03223,-9170882.359,1.864896533,2.55E-04,9.96E-05
400,5784.785402,-2856798.855,1.836903376,2.55E-04,2.07E-04
401,14442.44458,-35761922.96,1.847782911,2.55E-04,-3.51E-04
402,7449.589634,-20653349.5,1.83881243,2.55E-04,-9.51E-05
403,25871.33905,-7285082.689,1.862327883,2.55E-04,1.32E-04
404,24340.39333,-22940268.72,1.86022104,2.55E-04,-1.34E-04
405,13744.38238,-40355151.98,1.8469057,2.55E-04,-4.29E-04
406,24136.53,-12039611.11,1.859964858,2.55E-04,5.09E-05
407,23936.50734,-22196712.11,1.859713502,2.55E-04,-1.21E-04
408,2330.629904,-6763452.491,1.772721756,2.46E-04,1.31E-04
409,9857.40211,-39087385.12,1.841838177,2.55E-04,-4.07E-04
410,21946.63837,-22347004.05,1.857212959,2.55E-04,-1.24E-04
411,7231.374444,-33527006.53,1.837257213,2.55E-04,-3.13E-04
412,4803.058528,-36616388.7,1.135328701,1.47E-04,-4.74E-04
413,12727.95909,-6837340.861,1.845628425,2.55E-04,1.39E-04
414,21005.89276,-20948249.47,1.856030783,2.55E-04,-1.00E-04
415,24736.179,-21285686.17,1.860901399,2.55E-04,-1.06E-04
416,16734.39684,-7210224.375,1.850846063,2.55E-04,1.33E-04
417,16688.6374,-32343519.73,1.85060556,2.55E-04,-2.93E-04
418,27678.06873,-3664471.76,1.864415287,2.55E-04,1.93E-04
419,26244.15389,-16696252.03,1.862613376,2.55E-04,-2.80E-05
420,12755.4213,-42915598.6,1.845479935,2.55E-04,-4.72E-04
421,24890.48314,-11587508.6,1.860912304,2.55E-04,5.86E-05
422,8488.721205,-26061162.4,1.840301242,2.55E-04,-1.87E-04
423,10570.21574,-43698949.55,1.842733925,2.55E-04,-4.86E-04
424,22449.00642,-38341773.9,1.858027253,2.55E-04,-3.95E-04
425,8796.178706,-23221743,1.840504604,2.55E-04,-1.39E-04
426,13779.16037,-14864776.72,1.847132404,2.55E-04,3.05E-06
427,24117.92885,-45957524.66,1.859941483,2.55E-04,-5.24E-04
428,27345.67694,-9958372.114,1.864180591,2.55E-04,8.62E-05
429,26069.82418,-18279367.65,1.862577307,2.55E-04,-5.48E-05
430,23212.31353,-30948495.5,1.858803453,2.55E-04,-2.70E-04
431,7352.366935,-12766118.12,1.838690257,2.55E-04,3.86E-05
432,16438.13324,-10506993.15,1.850290767,2.55E-04,7.69E-05
433,26397.90852,-13316122.14,1.86298959,2.55E-04,2.93E-05
434,29352.85216,-1907070.058,1.866702882,2.55E-04,2.23E-04
435,15197.47545,-28178722.54,1.848731711,2.55E-04,-2.23E-04
436,9719.12733,-12178819.41,1.841847416,2.55E-04,4.86E-05
437,7137.248891,-24518834.63,1.838419931,2.55E-04,-1.61E-04
438,16789.36128,-13656131.63,1.850732134,2.55E-04,2.35E-05
439,8028.203624,-34615722.18,1.839173538,2.55E-04,-3.32E-04
440,12767.80792,-21003500.06,1.845678501,2.55E-04,-1.01E-04
441,16041.08091,-37321793.55,1.849791817,2.55E-04,-3.78E-04
442,304.975971,-7747183.43,0.126104244,1.57E-05,-1.16E-04
443,22146.18064,-3703824.462,1.857463711,2.55E-04,1.92E-04
444,14670.99211,-33692591.35,1.848070112,2.55E-04,-3.16E-04
445,18545.37046,-45838783.57,1.8529388,2.55E-04,-5.22E-04
446,4982.448935,-4882656.834,1.83571213,2.55E-04,1.72E-04
447,16609.22704,-35465767.18,1.85050577,2.55E-04,-3.46E-04
448,26862.13774,-23058561.37,1.863572958,2.55E-04,-1.36E-04
449,7873.452873,-47188914.22,1.825437073,2.53E-04,-5.47E-04
450,24883.98367,-21256931.58,1.861087136,2.55E-04,-1.05E-04
451,9073.545352,-8292579.222,1.841036153,2.55E-04,1.14E-04
452,25825.57474,-43829633.84,1.862270374,2.55E-04,-4.88E-04
453,20245.48678,-17043642.75,1.855075229,2.55E-04,-3.39E-05
454,14437.72598,-34896815.97,1.847776982,2.55E-04,-3.36E-04
455,29376.35978,-43111405.45,1.866732422,2.55E-04,-4.76E-04
456,20816.0088,-31606362.9,1.855975168,2.55E-04,-2.81E-04
457,7218.928465,-21489725.63,1.838522573,2.55E-04,-1.09E-04
458,1549.692659,-43594213.48,0.062520401,4.00E-07,-7.38E-04
459,17955.76325,-44006302.67,1.852197878,2.55E-04,-4.91E-04
460,12963.39645,-14133687.4,1.845924284,2.55E-04,1.54E-05
461,4132.512723,-22410743.83,1.764372069,2.44E-04,-1.36E-04
462,11675.26357,-40541125.32,1.844305569,2.55E-04,-4.32E-04
463,1375.87627,-44236125.37,0.055530977,4.00E-07,-7.49E-04
464,27092.23038,-40702514.67,1.863862101,2.55E-04,-4.35E-04
465,2366.557874,-29925568.82,0.127779904,4.80E-06,-5.02E-04
466,823.917934,-408618.2481,1.403181366,1.94E-04,1.87E-04
467,8830.444587,-27883768.51,1.840730664,2.55E-04,-2.18E-04
468,17386.19188,-25746187.82,1.851482133,2.55E-04,-1.81E-04
469,11257.31422,-29795571.22,1.843597358,2.55E-04,-2.50E-04
470,8245.336135,-31992305.98,1.839812395,2.55E-04,-2.87E-04
471,19896.77602,-5389176.468,1.854820026,2.55E-04,1.64E-04
472,25849.04818,-34526476.47,1.862299872,2.55E-04,-3.30E-04
473,15559.66144,-24491904.24,1.849186847,2.55E-04,-1.60E-04
474,5267.538324,-47265533.87,0.411232384,3.52E-05,-7.66E-04
475,29329.59056,-39757796.91,1.86667365,2.55E-04,-4.19E-04
476,7437.349429,-12594539.06,1.838797049,2.55E-04,4.15E-05
477,1566.126099,-4183926.245,1.628472052,2.25E-04,1.54E-04
478,6824.208624,-45236622.52,1.739938553,2.39E-04,-5.28E-04
479,8053.371624,-4002362.919,1.839754165,2.55E-04,1.87E-04
480,6989.078571,-18830814.75,1.838233735,2.55E-04,-6.42E-05
481,6667.939024,-37541953.85,1.824654179,2.53E-04,-3.83E-04
482,18280.25479,-4361583.263,1.852788646,2.55E-04,1.81E-04
483,16806.11647,-32212217.15,1.850753189,2.55E-04,-2.91E-04
484,16074.14684,-39155944,1.849833369,2.55E-04,-4.09E-04
485,20631.55261,-24659554.15,1.855560374,2.55E-04,-1.63E-04
486,23403.42375,-37220099.12,1.85904361,2.55E-04,-3.76E-04
487,29952.49172,-2642102.862,1.867273411,2.55E-04,2.10E-04
488,472.611648,-42895114.07,0.020540901,1.00E-07,-7.27E-04
489,8867.016778,-19153632.99,1.840593622,2.55E-04,-6.96E-05
490,16521.70715,-37005125.64,1.85039579,2.55E-04,-3.72E-04
491,1654.6414,-22712372.67,0.112794284,6.20E-06,-3.79E-04
492,19111.74865,-31566857.05,1.853650532,2.55E-04,-2.80E-04
493,17941.21118,-5286292.025,1.852179591,2.55E-04,1.65E-04
494,19597.36637,-14554888.31,1.854260777,2.55E-04,8.31E-06
495,21791.43024,-43046665.15,1.857017919,2.55E-04,-4.75E-04
496,20087.60574,-2739974.337,1.85505983,2.55E-04,2.09E-04
497,5184.386145,-8253601.365,1.835965892,2.55E-04,1.15E-04
498,423.0007195,-1465333.386,0.773340558,1.06E-04,8.12E-05
499,20866.03743,-15731440.57,1.855855036,2.55E-04,-1.16E-05
500,1459.127149,-42841710.07,0.058929593,4.00E-07,-7.26E-04
501,28251.81183,-6428212.526,1.865136274,2.55E-04,1.46E-04
502,8597.507223,-29882091.68,1.840254946,2.55E-04,-2.51E-04
503,9617.233033,-15309769.32,1.841536371,2.55E-04,-4.49E-06
504,24611.92386,-8661778.27,1.860745256,2.55E-04,1.08E-04
505,834.8945753,-25647425.91,0.038198159,3.00E-07,-4.34E-04
506,14402.57887,-10532866.57,1.847915814,2.55E-04,7.65E-05
507,3090.439476,-6821716.605,1.825465561,2.54E-04,1.38E-04
508,20483.07121,-41713322.23,1.855373786,2.55E-04,-4.52E-04
509,7904.058259,-43915835.36,1.834808533,2.54E-04,-4.90E-04
510,15599.11792,-45085058.91,1.84923643,2.55E-04,-5.09E-04
511,17688.04039,-6079357.924,1.851861447,2.55E-04,1.52E-04
512,23155.76116,-42933644.37,1.858915388,2.55E-04,-4.73E-04
513,31662.50287,-10889052.85,1.869605275,2.55E-04,7.04E-05
514,19457.55716,-28885966.6,1.854085087,2.55E-04,-2.35E-04
515,2377.208576,-26163486.7,0.195686288,1.45E-05,-4.29E-04
516,4037.4404,-42690729.98,0.199968597,8.20E-06,-7.15E-04
517,10375.19189,-40274768.64,1.842488851,2.55E-04,-4.28E-04
518,13902.9375,-44762005.67,1.847104947,2.55E-04,-5.04E-04
519,28869.76883,-46605668.55,1.866095821,2.55E-04,-5.35E-04
520,7676.237623,-46226542.22,1.821895245,2.52E-04,-5.32E-04
521,8327.655037,-2049475.689,1.84009884,2.55E-04,2.20E-04
522,13263.61838,-28432441.23,1.846301554,2.55E-04,-2.27E-04
523,14861.14632,-7367974.072,1.848309067,2.55E-04,1.30E-04
524,13994.91116,-28220076.97,1.847220524,2.55E-04,-2.23E-04
525,20877.09831,-1144030.842,1.855868935,2.55E-04,2.36E-04
526,29827.19617,-2476372.825,1.86711596,2.55E-04,2.13E-04
527,20851.18801,-23133367.13,1.855836376,2.55E-04,-1.37E-04
528,25261.57475,-15324536.03,1.861378631,2.55E-04,-4.74E-06
529,14379.7237,-22855669.07,1.847704094,2.55E-04,-1.32E-04
530,11859.47564,-44427591.71,1.844354057,2.55E-04,-4.98E-04
531,22163.33346,-15011442.97,1.857485266,2.55E-04,5.69E-07
532,26052.33168,-14781194.81,1.862555326,2.55E-04,4.47E-06
533,3060.025305,-28538688.01,0.381008341,3.87E-05,-4.45E-04
534,3487.92147,-28251624.45,0.784512051,9.73E-05,-3.82E-04
535,20218.61944,-26052934.34,1.855224467,2.55E-04,-1.87E-04
536,25525.23412,-4081931.623,1.861892955,2.55E-04,1.86E-04
537,25948.88331,-20247686.04,1.862425328,2.55E-04,-8.82E-05
538,13057.03662,-25777912.13,1.846041956,2.55E-04,-1.82E-04
539,120.8958833,-44858418.24,0.006739922,1.00E-07,-7.60E-04
540,7101.148284,-14566462.26,1.838557566,2.55E-04,8.11E-06
541,13859.74061,-14787435.53,1.847233664,2.55E-04,4.37E-06
542,13433.66139,-40087079.07,1.846332237,2.55E-04,-4.24E-04
543,2319.769565,-47050908.81,0.091121108,7.00E-07,-7.97E-04
544,20787.93062,-26709616.16,1.855756884,2.55E-04,-1.98E-04
545,16484.46679,-3229991.248,1.850531992,2.55E-04,2.00E-04
546,18738.6514,-33646596.34,1.853181684,2.55E-04,-3.15E-04
547,28300.26924,-1955253.045,1.865197167,2.55E-04,2.22E-04
548,798.9788204,-10736125.61,0.204134026,2.38E-05,-1.58E-04
549,30601.27377,-42146336.12,1.868088695,2.55E-04,-4.59E-04
550,8313.147756,-2175247.866,1.84008061,2.55E-04,2.18E-04
551,219.592453,-32975195.76,0.011072948,1.00E-07,-5.59E-04
552,6185.695984,-5950606.596,1.837407175,2.55E-04,1.54E-04
553,4354.049213,-3292931.683,1.83492246,2.55E-04,1.99E-04
554,7312.86237,-20931235.81,1.838640614,2.55E-04,-9.98E-05
555,16901.95231,-15301831.11,1.85087362,2.55E-04,-4.35E-06
556,4488.258217,-26595179.65,1.731513112,2.39E-04,-2.12E-04
557,25250.22868,-40492000.16,1.861547373,2.55E-04,-4.31E-04
558,5429.614298,-39978937.74,1.349311055,1.79E-04,-4.99E-04
559,15347.66689,-39998634.14,1.848920447,2.55E-04,-4.23E-04
560,25242.50773,-32827198.76,1.861354671,2.55E-04,-3.01E-04
561,20885.27298,-33491382.56,1.856062208,2.55E-04,-3.13E-04
562,5553.599424,-12520032.89,1.836429859,2.55E-04,4.28E-05
563,24502.21858,-13849969.3,1.860424396,2.55E-04,2.03E-05
564,9847.198044,-26384230.39,1.842008354,2.55E-04,-1.92E-04
565,21747.91947,-7461974.614,1.857146242,2.55E-04,1.29E-04
566,14749.38973,-15223141.01,1.84816863,2.55E-04,-3.02E-06
567,17295.41982,-3551111.641,1.851368066,2.55E-04,1.95E-04
568,16836.58623,-45298165.32,1.850791478,2.55E-04,-5.13E-04
569,12202.8206,-41238396,1.844968517,2.55E-04,-4.44E-04
570,29423.08227,-41423678.13,1.866608136,2.55E-04,-4.47E-04
571,22541.35741,-7659536.428,1.857960305,2.55E-04,1.25E-04
572,26715.81043,-13307350.41,1.863206078,2.55E-04,2.95E-05
573,24921.13416,-45689865.94,1.860950821,2.55E-04,-5.19E-04
574,24467.35952,-3354136.257,1.860380591,2.55E-04,1.98E-04
575,29304.73195,-32764445.42,1.866642412,2.55E-04,-3.00E-04
576,2155.055247,-8405756.527,1.675145122,2.32E-04,8.95E-05
577,22281.48116,-5205733.998,1.857633735,2.55E-04,1.67E-04
578,27437.30285,-43411922.75,1.864295732,2.55E-04,-4.81E-04
579,30863.29335,-20546099.13,1.868600958,2.55E-04,-9.32E-05
580,19319.20433,-33305730.68,1.854094228,2.55E-04,-3.10E-04
581,5515.928151,-24017257.44,1.83327152,2.54E-04,-1.53E-04
582,30169.40329,-40231119.17,1.86754599,2.55E-04,-4.27E-04
583,1019.449775,-22310951.37,0.053070078,1.20E-06,-3.77E-04
584,12259.65445,-9628615.992,1.845039936,0.0002549,9.17E-05
585,67.59294237,-1314703.959,0.38749594,5.35E-05,3.12E-05
586,4998.819014,-13395311.51,1.835366701,2.55E-04,2.80E-05
587,18577.56464,-10907147.19,1.853162256,0.0002549,7.00E-05
588,1529.743552,-33348157.32,0.064691332,5.00E-07,-5.65E-04
589,23615.90604,-47295832.22,1.859310623,0.0002549,-5.47E-04
590,30561.27065,-35610946.67,1.868221425,0.0002549,-3.49E-04
591,2409.002673,-31641368.32,0.118500242,3.30E-06,-5.33E-04
592,20949.72693,-20710159.13,1.855960203,2.55E-04,-9.60E-05
593,4274.275525,-38201533.63,0.447865213,4.42E-05,-6.03E-04
594,2413.427709,-18674028.93,0.832571803,0.0001078,-2.09E-04
595,3276.990349,-1616469.456,1.832653988,2.55E-04,2.28E-04
596,14377.38884,-32336553.34,1.84770116,2.55E-04,-2.93E-04
597,25336.80148,-32895028.45,1.861656164,2.55E-04,-3.03E-04
598,11986.43729,-24487729.31,1.844696601,2.55E-04,-1.60E-04
599,6457.922778,-40459654.42,1.781934265,2.46E-04,-4.40E-04
600,19200.68506,-17132834.64,1.853762292,2.55E-04,-3.54E-05
601,19360.34739,-9111335.387,1.85396293,2.55E-04,1.01E-04
602,11545.34001,-37151324.85,1.843959302,2.55E-04,-3.75E-04
603,13491.5834,-24600745.6,1.846588024,2.55E-04,-1.62E-04
604,21551.35232,-32055035.26,1.856716228,2.55E-04,-2.88E-04
605,5338.933775,-40329886.7,1.221463102,1.60E-04,-5.24E-04
606,23032.45214,-3831445.432,1.858760433,0.0002549,1.90E-04
607,3741.05601,-6233493.051,1.83287115,2.55E-04,1.49E-04
608,28286.22587,-29578138.21,1.86536252,0.0002549,-2.46E-04
609,25940.18907,-22898463.72,1.862414403,0.0002549,-1.33E-04
610,10429.33555,-7452735.766,1.84273989,2.55E-04,1.29E-04
611,9418.885714,-4508425.577,1.841470121,2.55E-04,1.79E-04
612,22393.56794,-16564407.33,1.857774587,2.55E-04,-2.58E-05
613,18974.34757,-41689606.95,1.853477868,0.0002549,-4.52E-04
614,5179.080703,-40004990.58,1.096639225,0.0001406,-5.37E-04
615,2248.515207,-9044059.851,1.682765568,2.33E-04,7.97E-05
616,3264.769839,-25045244.98,0.960826631,0.0001242,-3.00E-04
617,15134.21506,-31481467.48,1.848652216,2.55E-04,-2.79E-04
618,3607.76793,-21209009.97,1.652082655,2.28E-04,-1.31E-04
619,12591.09531,-36642606.91,1.845456437,2.55E-04,-3.66E-04
620,13848.18996,-42188164.07,1.847036149,2.55E-04,-4.60E-04
621,22772.20362,-32931486.75,1.858250395,2.55E-04,-3.03E-04
622,30024.41767,-1642757.629,1.867363796,2.55E-04,2.27E-04
623,23860.73583,-30989111.71,1.859801285,2.55E-04,-2.70E-04
624,1470.149775,-36110580.43,0.061322445,4.00E-07,-6.12E-04
625,28764.78113,-12431967.53,1.86578089,0.0002549,4.42E-05
626,16874.67115,-21927748.32,1.851022337,0.0002549,-1.17E-04
627,17438.64519,-35074587.72,1.851548048,0.0002549,-3.40E-04
628,3454.056007,-18454360.92,1.715939495,2.37E-04,-7.58E-05
629,4222.326415,-2901225.191,1.834756932,2.55E-04,2.06E-04
630,7265.197082,-31275175.48,1.838031716,2.55E-04,-2.75E-04
631,21682.88093,-17094313.64,1.856881512,2.55E-04,-3.47E-05
632,22979.06817,-1069434.105,1.858693349,0.0002549,2.37E-04
633,9782.202661,-16871610.29,1.841926678,2.55E-04,-3.10E-05
634,9652.25091,-31777008.94,1.841580376,2.55E-04,-2.84E-04
635,23185.51163,-9702138.93,1.858952773,0.0002549,9.05E-05
636,9082.27644,-4704311.385,1.841047125,2.55E-04,1.75E-04
637,752.3569485,-43259112.26,0.03132344,1.00E-07,-7.33E-04
638,13129.69264,-38076123.82,1.845950258,2.55E-04,-3.90E-04
639,30407.59191,-18934142.24,1.867845307,0.0002549,-6.60E-05
640,23553.56313,-45477108.77,1.85941528,0.0002549,-5.16E-04
641,18128.03044,-17470401.01,1.852597355,0.0002549,-4.12E-05
642,867.8906928,-32988965.87,0.037507624,1.00E-07,-5.59E-04
643,4455.981388,-23785724.28,1.787836551,2.48E-04,-1.55E-04
644,21626.00419,-799027.7512,1.856810038,0.0002549,2.41E-04
645,24598.64252,-44266835.71,1.860545566,2.55E-04,-4.95E-04
646,22915.9967,-3916437.928,1.858614091,0.0002549,1.89E-04
647,31429.22743,-26934681.59,1.869129132,0.0002549,-2.02E-04
648,23383.19056,-22502864.5,1.859018184,2.55E-04,-1.26E-04
649,16593.38854,-31277819.87,1.850485867,0.0002549,-2.75E-04
650,20642.98599,-5773495.027,1.855757741,0.0002549,1.57E-04
651,24793.58215,-41003603.6,1.860790534,2.55E-04,-4.40E-04
652,19754.28483,-44621080.11,1.854457966,0.0002549,-5.01E-04
653,25554.89297,-33410207.84,1.861930226,2.55E-04,-3.11E-04
654,20200.58143,-41060161.76,1.855018799,0.0002549,-4.41E-04
655,30704.67324,-14901971.82,1.86821863,2.55E-04,2.42E-06
656,21300.38097,-44393717.29,1.856583848,0.0002549,-4.98E-04
657,19803.51749,-35895248.6,1.854702834,0.0002549,-3.53E-04
658,18469.65028,-44811397.89,1.852843647,2.55E-04,-5.05E-04
659,18501.36457,-25316203.02,1.8528835,0.0002549,-1.74E-04
660,21256.59255,-1579325.983,1.856345822,0.0002549,2.28E-04
661,17428.66516,-22417000.44,1.851535507,0.0002549,-1.25E-04
662,13549.92894,-46627833.38,1.846478343,2.55E-04,-5.35E-04
663,31051.21623,-47741208.95,1.868837109,2.55E-04,-5.54E-04
664,19192.4294,-44133542.27,1.853751918,0.0002549,-4.93E-04
665,245.2246907,-18492066.17,0.015314158,5.00E-07,-3.13E-04
666,13588.32753,-5803516.076,1.846892596,0.0002549,1.57E-04
667,2450.308303,-32458081.04,0.117088148,3.00E-06,-5.47E-04
668,24201.88113,-3981915.631,1.860046981,0.0002549,1.87E-04
669,19429.52704,-774056.9922,1.854232864,0.0002549,2.42E-04
670,7085.849632,-14186222.49,1.838355341,2.55E-04,1.46E-05
671,20445.91282,-5032829.552,1.855510092,0.0002549,1.70E-04
672,11624.93828,-47405768.42,1.844059328,2.55E-04,-5.48E-04
673,17442.098,-19151429.73,1.851552387,0.0002549,-6.97E-05
674,3633.019052,-25283119.63,1.332962386,1.80E-04,-2.49E-04
675,2017.485062,-43533638.05,0.080493246,4.00E-07,-7.37E-04
676,23956.09479,-27555464.61,1.859738117,2.55E-04,-2.12E-04
677,29387.55097,-23521468.99,1.866746486,0.0002549,-1.44E-04
678,5062.78498,-19310709.98,1.833800083,2.55E-04,-7.23E-05
679,24570.77466,-32392915.34,1.860510546,2.55E-04,-2.94E-04
680,21870.30869,-18952273.94,1.85711704,2.55E-04,-6.62E-05
681,30117.7198,-17713742.72,1.867481043,0.0002549,-4.53E-05
682,16988.41561,-42647821.45,1.850982273,2.55E-04,-4.68E-04
683,25496.81183,-28072011.21,1.861674239,2.55E-04,-2.21E-04
684,8526.878334,-39707881.95,1.839800191,2.55E-04,-4.18E-04
685,11041.24159,-15335583.39,1.843508833,2.55E-04,-4.93E-06
686,3201.029082,-21972594.49,1.294538532,1.74E-04,-1.98E-04
687,18036.6085,-25127557.16,1.852299471,0.0002549,-1.71E-04
688,12473.41267,-31385817.3,1.845308553,2.55E-04,-2.77E-04
689,1780.819738,-6443734.826,1.604768844,2.22E-04,1.13E-04
690,30344.41362,-18884370.82,1.867765915,0.0002549,-6.52E-05
691,3168.075009,-21087207.2,1.36458612,1.85E-04,-1.72E-04
692,6817.606722,-38400221.8,1.825574257,2.53E-04,-3.98E-04
693,10526.32485,-10991579.95,1.84286177,2.55E-04,6.87E-05
694,9421.29541,-44797190.32,1.840924149,2.55E-04,-5.04E-04
695,2536.93964,-46720289.79,0.099629012,7.00E-07,-7.91E-04
696,27668.3957,-9784841.356,1.864586131,0.0002549,8.91E-05
697,15731.63741,-38460822.16,1.849402959,2.55E-04,-3.97E-04
698,12309.29319,-29041015.53,1.845102314,2.55E-04,-2.37E-04
699,2340.007903,-32353995.79,0.109263541,2.40E-06,-5.46E-04
700,21807.96397,-11340339.11,1.857221696,2.55E-04,6.28E-05
701,6707.212604,-17989157.27,1.837879532,2.55E-04,-4.99E-05
702,14629.03599,-18478132.65,1.848200389,0.0002549,-5.83E-05
703,1633.741955,-7146313.139,1.443727021,1.99E-04,7.79E-05
704,2599.564407,-14505918.55,1.531316709,2.10E-04,-3.59E-05
705,15541.07517,-26786073.5,1.849163491,0.0002549,-1.99E-04
706,7718.478831,-11264939.48,1.839333327,2.55E-04,6.41E-05
707,24789.67098,-42372536.92,1.860785619,2.55E-04,-4.63E-04
708,2005.119317,-7441021.402,1.658852707,2.30E-04,1.04E-04
709,13560.86058,-35333355.9,1.84649208,2.55E-04,-3.44E-04
710,28090.58873,-22363586.24,1.864933675,0.0002549,-1.24E-04
711,12552.05955,-46978446.39,1.845224383,2.55E-04,-5.41E-04
712,4005.55384,-18327386.88,1.807400527,2.51E-04,-5.96E-05
713,3171.67245,-14626713.93,1.758223641,2.44E-04,-3.91E-06
714,18968.22287,-8947643.423,1.853470172,2.55E-04,1.03E-04
715,6652.931586,-28601011.96,1.83689632,2.55E-04,-2.30E-04
716,23572.96441,-27670735.37,1.859439661,2.55E-04,-2.14E-04
717,15376.13741,-1090062.678,1.849139224,0.0002549,2.36E-04
718,7830.46937,-40072924.24,1.837827058,2.55E-04,-4.24E-04
719,15750.38735,-21437114.54,1.84942652,0.0002549,-1.08E-04
720,27385.43177,-5308156.625,1.864230549,2.55E-04,1.65E-04
721,18219.96897,-9249364.067,1.852529888,2.55E-04,9.82E-05
722,15609.10804,-6337514.776,1.849248984,0.0002549,1.47E-04
723,4585.033783,-27446323.14,1.729987723,2.39E-04,-2.26E-04
724,26548.88729,-8876970.312,1.863179316,0.0002549,1.04E-04
725,13311.25535,-32042219.36,1.846178417,2.55E-04,-2.88E-04
726,22529.41597,-19576424.67,1.857945299,2.55E-04,-7.68E-05
727,26704.0919,-30924471.67,1.863191352,2.55E-04,-2.69E-04
728,16303.73025,-41911380.04,1.849938872,2.55E-04,-4.55E-04
729,27242.86352,-3931857.415,1.864051392,2.55E-04,1.88E-04
730,3913.148268,-12266535.47,1.829427407,2.54E-04,4.61E-05
731,26724.28103,-730305.9308,1.863216722,2.55E-04,2.43E-04
732,27958.455,-4950467.61,1.864767631,2.55E-04,1.71E-04
733,14845.32977,-19133458.18,1.848289192,0.0002549,-6.94E-05
734,24526.74533,-38511723.26,1.860455217,2.55E-04,-3.98E-04
735,26239.31475,-16558628.79,1.862607295,0.0002549,-2.58E-05
736,12447.87458,-26802967.02,1.845276461,2.55E-04,-1.99E-04
737,19439.55418,-46533002.15,1.854062464,0.0002549,-5.34E-04
738,31719.65629,-13896786.07,1.869494096,2.55E-04,1.95E-05
739,2442.178152,-38959768.02,0.100607932,1.00E-06,-6.59E-04
740,6865.158859,-18634915.38,1.838078013,2.55E-04,-6.08E-05
741,24184.98472,-26667129.79,1.860025748,2.55E-04,-1.97E-04
742,259.601616,-42484435.71,0.012404225,1.00E-07,-7.20E-04
743,29804.75241,-5575241.466,1.867087756,2.55E-04,1.61E-04
744,9176.944038,-34258223.19,1.840983088,2.55E-04,-3.26E-04
745,17318.82833,-3074017.677,1.851580482,0.0002549,2.03E-04
746,18409.80665,-34165053.13,1.852768445,0.0002549,-3.24E-04
